Type_Chamber,Type_Bill,Type_Number,Congress,Date,Title,Chamber,Sponsor,Party,State,District,Date_Intro,Cosponsors,Committees,Date_Last,Last_Action
H,Res,217,112,2011,Supporting the goals and ideals of Global Child Nutrition Month.,House," Emerson, Jo Ann ",R,MO,8,4/11/11,1,"House - Foreign Affairs, Agriculture",5/13/11,"Referred to the Subcommittee on Africa, Global Health, and Human Rights."
H,Res,1202,111,2009,Supporting the goals and ideals of Global Child Nutrition Month.,House," Emerson, Jo Ann ",R,MO,8,3/19/10,1,"House - Foreign Affairs, Agriculture",6/18/10,"Referred to the Subcommittee on Department Operations, Oversight, Nutrition and Forestry."
H,B,3162,107,2001,Uniting and Strengthening America by Providing Appropriate Tools Required to Intercept and Obstruct Terrorism (USA PATRIOT ACT) Act of 2001,House," Sensenbrenner, F",R,WI,9,10/23/01,1,"House - Judiciary, Intelligence (Permanent), Financial Services, International Relations, Energy and Commerce, Education and the Workforce, Transportation and Infrastructure, Armed Services",10/26/01,Became Public Law No: 107-56.
H,B,1374,105,1997,Josephine Butler United States Health Service Act,House," Dellums, Ronald V",D,CA,9,4/17/97,0,"House - Commerce, Ways and Means, Judiciary, Budget",4/29/97,Referred to the Subcommittee on Health and Environment.
H,B,1798,104,1995,United States Health Service Act,House," Dellums, Ronald V",D,CA,9,6/8/95,0,"House - National Security, Government Reform and Oversight, Commerce, Judiciary, Veterans' Affairs, Ways and Means",7/14/95,Referred to the Subcommittee on Hospitals and Health Care.
H,B,2061,103,1993,United States Health Service Act,House," Dellums, Ronald V",D,CA,9,5/11/93,0,"House - Armed Services, Banking, Finance, and Urban Affairs, District of Columbia, Education and Labor, Energy and Commerce, Judiciary, Post Office and Civil Service, Veterans' Affairs, Ways and Means",7/16/93,Referred to the Subcommittee on Fiscal Affairs and Health.
H,B,1420,110,2007,Microbicide Development Act,House," Schakowsky, Janice D",D,IL,9,3/8/07,80,"House - Energy and Commerce, Foreign Affairs",3/14/07,Sponsor introductory remarks on measure.
H,B,2354,111,2009,Health Promotion FIRST Act,House," Schakowsky, Janice D",D,IL,9,5/12/09,2,House - Energy and Commerce,5/13/09,Referred to the Subcommittee on Health.
H,B,5835,110,2007,Health Promotion FIRST Act,House," Schakowsky, Janice D",D,IL,9,4/17/08,15,House - Energy and Commerce,4/17/08,Referred to the Subcommittee on Health.
H,Res,439,114,2015,"Expressing support for designation of October 2, 2015, as ""World MRSA Day"".",House," Schakowsky, Janice D",D,IL,9,9/24/15,0,House - Oversight and Government Reform,9/24/15,Referred to the House Committee on Oversight and Government Reform.
H,Res,760,113,2013,"Expressing support for designation of October 2, 2014, as World MRSA Day.",House," Schakowsky, Janice D",D,IL,9,11/19/14,0,House - Oversight and Government Reform,11/19/14,Referred to the House Committee on Oversight and Government Reform.
H,B,6,103,1993,Improving America's Schools Act of 1994,House," Kildee, Dale E",D,MI,9,1/5/93,38,House - Education and Labor | Senate - Labor and Human Resources,10/20/94,Became Public Law No: 103-382.
H,B,3130,103,1993,Improving America's Schools Act of 1993,House," Kildee, Dale E",D,MI,9,9/23/93,19,House - Education and Labor,10/7/93,"Referred to the Subcommittee on Elementary, Secondary and Vocational Education."
H,J,316,102,1991,"Designating September 18, 1991, as ""National Biomedical Research Day"".",House," Volkmer, Harold L",D,MO,9,7/30/91,61,House - Post Office and Civil Service,8/2/91,Referred to the Subcommittee on Census and Population.
H,Res,526,109,2005,Supporting the goals and ideals of observing the Year of Polio Awareness.,House," Rothman, Steven R",D,NJ,9,11/1/05,54,House - Energy and Commerce,9/19/06,Motion to reconsider laid on the table Agreed to without objection.
H,B,5616,115,2017,Opioid Minority Health Report to Congress Act of 2018,House," Clarke, Yvette D",D,NY,9,4/25/18,3,"House - Energy and Commerce, Ways and Means",5/3/18,Referred to the Subcommittee on Health.
H,B,1758,103,1993,"To revise, codify, and enact without substantive change certain general and permanent laws, related to transportation, as subtitles II, III, and V-X of title 49, United States Code, ""Transportation"", and to make other technical improvements in the Code.",House," Brooks, Jack B",D,TX,9,4/21/93,0,House - Judiciary | Senate - Judiciary,7/5/94,Became Public Law No: 103-272.
H,B,3355,103,1993,Violent Crime Control and Law Enforcement Act of 1994,House," Brooks, Jack B",D,TX,9,10/26/93,2,House - Judiciary,9/13/94,Became Public Law No: 103-322.
H,B,3809,103,1993,"To revise, codify, and enact without substantive change certain general and permanent laws, related to aliens and nationality, as title 8, United States Code, ""Aliens and Nationality"".",House," Brooks, Jack B",D,TX,9,2/8/94,0,House - Judiciary,2/8/94,Referred to the House Committee on Judiciary.
H,B,5269,101,1989,Comprehensive Crime Control Act of 1990,House," Brooks, Jack B",D,TX,9,7/13/90,5,"House - Judiciary, Armed Services, Education and Labor, Energy and Commerce, Ways and Means, Banking, Finance, and Urban Affairs, Government Operations, Interior and Insular Affairs, Public Works and Transportation, Veterans' Affairs",10/25/90,"By unanimous consent, the Speaker reserved the authority to make additional appointments of conferees."
H,B,5812,115,2017,Creating Opportunities that Necessitate New and Enhanced Connections That Improve Opioid Navigation Strategies Act of 2018,House," Griffith, H",R,VA,9,5/15/18,10,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions",6/13/18,"Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
H,Con,131,112,2011,Expressing support for continued international cooperation to combat HIV/AIDS.,House," Lee, Barbara ",D,CA,9,7/13/12,8,House - Foreign Affairs,7/18/12,Sponsor introductory remarks on measure. (CR E1272)
H,Con,84,112,2011,Recognizing the disparate impact of climate change on women and the efforts of women globally to address climate change.,House," Lee, Barbara ",D,CA,9,11/3/11,15,House - Energy and Commerce,11/4/11,Referred to the Subcommittee on Health.
H,Con,24,111,2009,Expressing the sense of Congress on the need for a national AIDS strategy.,House," Lee, Barbara ",D,CA,9,1/21/09,10,House - Energy and Commerce,1/22/09,Referred to the Subcommittee on Health.
H,Con,333,111,2009,Supporting the goals and ideals of World AIDS Day.,House," Lee, Barbara ",D,CA,9,12/1/10,27,"House - Energy and Commerce, Foreign Affairs",12/1/10,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,Con,216,111,2009,Supporting the goals and ideals of World AIDS Day.,House," Lee, Barbara ",D,CA,9,12/1/09,39,"House - Energy and Commerce, Foreign Affairs",12/2/09,Referred to the Subcommittee on Health.
H,Con,233,111,2009,Supporting the goals and ideals of National Black HIV/AIDS Awareness Day.,House," Lee, Barbara ",D,CA,9,1/27/10,31,House - Energy and Commerce,1/29/10,Referred to the Subcommittee on Health.
H,Con,107,111,2009,"Supporting the goals and ideals of ""National STD Awareness Month"".",House," Lee, Barbara ",D,CA,9,4/23/09,16,House - Energy and Commerce,4/27/09,Referred to the Subcommittee on Health.
H,Con,98,111,2009,Recognizing the disparate impact of climate change on women and the efforts of women globally to address climate change.,House," Lee, Barbara ",D,CA,9,4/2/09,39,House - Energy and Commerce,4/21/09,Referred to the Subcommittee on Energy and Environment.
H,Con,62,111,2009,"Supporting the goals and ideals of ""National Black HIV/AIDS Awareness Day"".",House," Lee, Barbara ",D,CA,9,2/25/09,23,House - Energy and Commerce,2/26/09,Referred to the Subcommittee on Health.
H,Con,318,111,2009,Supporting the ideals and objectives of the United Nations Millennium Declaration and related Millennium Development Goals and calling on the President to ensure the United States contributes meaningfully to the achievement of the Millennium Development Goals by the year 2015.,House," Lee, Barbara ",D,CA,9,9/16/10,12,House - Foreign Affairs,9/16/10,Referred to the House Committee on Foreign Affairs.
H,Con,413,110,2007,Expressing the sense of Congress on the need for a national AIDS strategy.,House," Lee, Barbara ",D,CA,9,9/15/08,3,House - Energy and Commerce,9/15/08,Referred to the Subcommittee on Health.
H,Con,384,110,2007,"Supporting the goals and ideals of National HIV Testing Day, and for other purposes.",House," Lee, Barbara ",D,CA,9,6/26/08,16,House - Energy and Commerce,6/26/08,Referred to the House Committee on Energy and Commerce.
H,Con,265,110,2007,Supporting the goals and ideals of World AIDS Day.,House," Lee, Barbara ",D,CA,9,12/4/07,34,"House - Energy and Commerce, Foreign Affairs",12/4/07,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,Con,35,110,2007,Supporting the goals and ideals of National Black HIV/AIDS Awareness Day.,House," Lee, Barbara ",D,CA,9,1/18/07,40,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions",2/7/07,Sponsor introductory remarks on measure. (CR H1311)
H,Con,169,110,2007,"Supporting the goals and ideals of National HIV Testing Day, and for other purposes.",House," Lee, Barbara ",D,CA,9,6/14/07,27,House - Energy and Commerce,6/14/07,Referred to the Subcommittee on Health.
H,Con,280,110,2007,"Supporting the goals and ideals of ""National Black HIV/AIDS Awareness Day"".",House," Lee, Barbara ",D,CA,9,1/16/08,64,House - Energy and Commerce,1/16/08,Referred to the Subcommittee on Health.
H,Con,30,109,2005,Supporting the goals and ideals of National Black HIV/AIDS Awareness Day.,House," Lee, Barbara ",D,CA,9,1/26/05,59,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions",11/22/05,Message on Senate action sent to the House.
H,Con,433,109,2005,"Supporting the goals and ideals of National HIV Testing Day, and for other purposes.",House," Lee, Barbara ",D,CA,9,6/22/06,3,House - Energy and Commerce,6/23/06,Referred to the Subcommittee on Health.
H,Con,193,109,2005,Supporting the goals and ideals of National HIV Testing Day.,House," Lee, Barbara ",D,CA,9,6/27/05,0,House - Energy and Commerce,7/1/05,Referred to the Subcommittee on Health.
H,Con,180,108,2003,"Calling on the President to urge the other members of the Group of Eight (G-8) at the upcoming G-8 meeting from June 1-3, 2003, in Evian, France, to pledge and contribute a substantial amount of new resources to the fight against HIV/AIDS, tuberculosis, and malaria.",House," Lee, Barbara ",D,CA,9,5/14/03,1,House - International Relations,5/14/03,Referred to the House Committee on International Relations.
H,Con,382,107,2001,"Urging the President to end any embargo against Haiti and to no longer require, as a condition of providing humanitarian and development assistance to Haiti, the resolution of the political impasse in Haiti, and for other purposes.",House," Lee, Barbara ",D,CA,9,4/18/02,67,"House - Financial Services, International Relations",5/6/02,Referred to the Subcommittee on International Monetary Policy and Trade.
H,B,45,101,1989,Chinese and Central American Temporary Protected Status Act of 1989,House," Moakley, John Joseph ",D,MA,9,1/3/89,113,"House - Judiciary, Rules | Senate - Judiciary",11/3/89,Referred to Subcommittee on Immigration and Refugee Affairs.
H,B,131,113,2013,Financial Crisis Criminal Investigation Act,House," Kaptur, Marcy ",D,OH,9,1/3/13,2,"House - Judiciary, Financial Services",1/25/13,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, And Investigations."
H,B,768,109,2005,Family Life Education Act,House," Lee, Barbara ",D,CA,9,2/10/05,83,House - Energy and Commerce,2/25/05,Referred to the Subcommittee on Health.
H,B,945,109,2005,New Partnership for Haiti Act of 2005,House," Lee, Barbara ",D,CA,9,2/17/05,31,House - International Relations,3/17/05,Referred to the Subcommittee on the Western Hemisphere.
H,B,961,110,2007,Respirator Access Assurance Act of 2007,House," Shuster, Bill ",R,PA,9,2/8/07,1,"House - Judiciary, Energy and Commerce",2/9/07,"Referred to the Subcommittee on Commerce, Trade and Consumer Protection."
H,B,1016,112,2011,Assessing Progress in Haiti Act,House," Lee, Barbara ",D,CA,9,3/10/11,22,House - Foreign Affairs | Senate - Foreign Relations,4/26/12,Placed on Senate Legislative Calendar under General Orders. Calendar No. 387.
H,B,1185,107,2001,Global Access to HIV/AIDS Medicines Act of 2001,House," Lee, Barbara ",D,CA,9,3/22/01,17,House - International Relations,3/22/01,Referred to the House Committee on International Relations.
H,B,1350,112,2011,Financial Crisis Criminal Investigation Act,House," Kaptur, Marcy ",D,OH,9,4/4/11,22,"House - Judiciary, Financial Services",4/4/11,"Referred to the Committee on the Judiciary, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H,B,1551,111,2009,Responsible Education About Life Act,House," Lee, Barbara ",D,CA,9,3/17/09,103,House - Energy and Commerce,3/18/09,Referred to the Subcommittee on Health.
H,B,1567,107,2001,"To encourage the provision of multilateral debt cancellation for countries eligible to be considered for assistance under the Heavily Indebted Poor Countries (HIPC) Initiative or heavily affected by HIV/AIDS, and for other purposes.",House," Lee, Barbara ",D,CA,9,4/24/01,14,House - Financial Services,5/10/01,Referred to the Subcommittee on International Monetary Policy and Trade.
H,B,1653,110,2007,Responsible Education About Life Act,House," Lee, Barbara ",D,CA,9,3/22/07,110,House - Energy and Commerce,3/23/07,Referred to the Subcommittee on Health.
